Resolucion,AMI
0.0,0.5948056524399037
0.1,0.6494908595769658
0.2,0.624316931740356
0.3,0.6579490767674921
0.4,0.5316404500943874
0.5,0.5541084948044133
0.6,0.5379013346594058
0.7,0.5544728061602474
0.8,0.5547927199856347
0.9,0.5680567586016204
1.0,0.5728875765453918
