resolucion,modularidad
0.0,0.9398693870736883
0.1,0.99984988087931
0.2,0.9998403520668724
0.3,0.9999074599298601
0.4,0.9999078325379056
0.5,0.9999084202817692
0.6,0.9999077253108803
0.7,0.9999110986412546
0.8,0.9999200766413568
0.9,0.9999211678697769
1.0,0.9999209019275833
