grupo,n_contribuyentes,perct_recepcion_extra,recepcion_extragrupo,perct_emision_extra,emision_intragrupo,emision_extragrupo,tasa_emision_intra_extra
1766,3,37.174865719706304,398646893.0,79.83204709025232,673709080.0,2666784043.0,0.2526297852157952
2517,3,14.204710692297894,108422252.0,80.03428585582878,654861523.0,2625068853.0,0.24946451299805203
585,3,85.98383063826962,18602104073.0,80.09018059485217,3032317114.0,12197942148.0,0.248592514803588
3246,3,86.01031937123797,38773091290.0,80.09977810434168,6306489362.0,25384058588.0,0.24844290916430972
1995,3,58.611190919989376,1320090201.0,80.1124262274032,932193331.0,3755122184.0,0.24824580541531588
36,5,80.04476009813142,14938738351.0,80.23326972922385,3724242627.0,15116721842.0,0.24636575746552655
3250,5,65.02955608345088,3693272979.0,80.32823924370909,1986102987.0,8110110624.0,0.24489221899422514
980,6,92.55126887564623,3552736351.0,80.34057031047352,285932091.0,1168495100.0,0.24470114679984536
1403,6,81.8338509022162,2789924967.0,80.3881106102624,619330416.0,2538603038.0,0.24396504956833664
3067,4,60.92271414330146,1627373047.0,80.53359553771753,1043835992.0,4318407426.0,0.2417178114587653
2730,17,96.53706283279911,20114676616.0,80.6257286598289,721545272.0,3002699420.0,0.24029886814311904
626,3,97.84520462675576,3071398718.0,80.74144954225983,67639858.0,283580023.0,0.23852123744273765
2937,5,74.00543161717148,144925710.0,80.79599306068174,50905470.0,214171866.0,0.2376851402135143
688,4,96.51980685382192,394811051.0,80.8284729514484,14235614.0,60018325.0,0.2371877922284569
3192,19,61.663642386607876,5733539640.0,80.86509015279759,3564548209.0,15063959777.0,0.23662757082254257
1270,2,62.07227820651039,345145116.0,80.86995696546391,210892339.0,891522008.0,0.23655314967838686
3280,21,73.08181038648938,746689114.0,80.94231218640479,275027658.0,1168104692.0,0.23544778125075796
2501,5,83.67979564449571,7094014511.0,81.082462652045,1383556994.0,5930064058.0,0.2333123184619737
1835,10,45.62463547793657,2451965295.0,81.16773371004759,2922248152.0,12594992880.0,0.2320166577180312
540,26,77.3643050750025,95958091960.0,81.22008832343735,28075972415.0,121424051326.0,0.23122249758922528
2803,7,90.92679766398476,1264872253.0,81.27263529440438,126216277.0,547750824.0,0.23042644843196072
1279,6,67.22118061067766,2741807726.0,81.34282620430173,1336977712.0,5829047146.0,0.22936471064871364
2819,5,76.74023875001727,1022735393.0,81.34600045857945,309988364.0,1351791263.0,0.22931673882256776
3146,2,89.3147826869173,411530652.0,81.57805863708859,49233669.0,218021926.0,0.22581980584833472
948,70,74.62610457245029,17688801368.0,81.58710002153386,6014434208.0,26649807791.0,0.2256839619695552
2594,5,53.30738709547374,1648157420.0,81.59778167606652,1443641878.0,6401292100.0,0.22552351235463852
919,4,42.84659167926612,707689825.0,81.79593780901568,943993068.0,4241624615.0,0.2225545996365829
1572,3,30.467474419237217,355050755.0,81.82108205974798,810292818.0,3647028683.0,0.22217889916167682
133,73,84.96963812082927,43821042502.0,81.8616041884687,7751546803.0,34984022999.0,0.22157391113142058
187,6,32.98132526523745,281374508.0,82.00157596224395,571758305.0,2604954855.0,0.21948875770440177
2148,4,61.37718350085877,395052744.0,82.03045588395985,248594816.0,1134828238.0,0.2190594203384636
1046,3,52.25000271511937,1901941566.0,82.16278469569367,1738137797.0,8006308112.0,0.21709604135704538
1826,12,27.22923117280822,27290129894.0,82.21964302584206,72933522110.0,337258029252.0,0.2162543684186208
591,37,80.99957320095955,24134983534.0,82.28239183116483,5661449435.0,26292352574.0,0.2153268490929373
2771,3,31.361537078810226,14562890.0,82.31102106808915,31872621.0,148310877.0,0.21490413680178022
232,13,60.48170283211603,29536362391.0,82.39514772867311,19298840667.0,90323440563.0,0.21366370176675442
3217,10,97.06273442993401,45146211221.0,82.40905632680112,1366192830.0,6400262770.0,0.21345886553342247
1508,5,77.62823911053944,10010294197.0,82.53993381647415,2884876828.0,13637837334.0,0.2115347732450084
1053,6,64.15159481386729,989939318.0,82.64005984448511,553185714.0,2633378923.0,0.2100668875141597
877,16,43.21697609779542,1180538586.0,82.7080851726686,1551116177.0,7419065509.0,0.20907163781184507
557,5,97.70896802086696,7285373667.0,82.93775385546537,170823870.0,830356564.0,0.2057235137362026
739,10,87.82436149448266,33601027869.0,82.96324914579634,4658319876.0,22684451735.0,0.2053529849616178
2161,6,62.75974907701478,1669405472.0,82.97093906781684,990588388.0,4826458083.0,0.20524127029904218
685,3,79.55476711679619,4186525364.0,83.08340984058489,1075919007.0,5284222114.0,0.20360972415399872
1318,12,91.18287282890503,125968868.0,83.13552157785317,12180835.0,60046925.0,0.2028552669433114
601,24,71.56533280795328,4150612729.0,83.15662889628764,1649140540.0,8141895529.0,0.2025499509452131
473,2,99.0135849210285,691153242.0,83.20778894270767,6885560.0,34118927.0,0.20181056690323232
2228,5,60.07765022986494,225996983.0,83.24007101420429,150177821.0,745875027.0,0.2013444820696484
2836,54,87.19682557315923,52574663668.0,83.2660328155609,7719576773.0,38411604721.0,0.20096991076188056
1450,4,69.10770044220796,5853895902.0,83.27779748848057,2616789513.0,13031804093.0,0.20080024947624878
2360,17,71.97791728193368,2054001213.0,83.31486803349705,799653478.0,3992957570.0,0.20026595924984997
3136,33,68.09005500951642,7600226395.0,83.41261302070811,3561794834.0,17911116110.0,0.19885945756397647
1532,25,74.06047272829568,7992911266.0,83.44084831637669,2799500626.0,14106562435.0,0.19845377914708107
3162,6,96.66328452202558,4881556715.0,83.5004819732429,168506232.0,852773491.0,0.1975978777229603
428,10,95.60278859973702,50631746955.0,83.5275224133973,2328786620.0,11808653287.0,0.19721017828203427
1629,10,91.99207098899724,4116359741.0,83.53282644710767,358329976.0,1817696012.0,0.19713415974639878
259,4,75.61295722537636,6475232659.0,83.78934043403254,2088422165.0,10794595682.0,0.1934692346543786
1273,2,99.76128245434009,184613344.0,83.8979066064805,441759.0,2301729.0,0.19192485301267004
1016,7,82.75342398723699,3016429136.0,83.96566932902073,628651624.0,3292008595.0,0.1909629351985334
2798,5,94.15260071191352,699885312.0,84.19025252323277,43466764.0,231469721.0,0.1877859609983286
13,3,55.44228459713154,99666919.0,84.25385025469222,80100058.0,428596095.0,0.18688937891512988
2463,7,37.36224887821425,2019667283.0,84.26090793314125,3385969004.0,18127146172.0,0.18678996527484945
2662,3,34.14665952051963,2016925446.0,84.28731514968648,3889729771.0,20865617950.0,0.18641814396874837
956,4,56.270956351386715,4507709072.0,84.50282349679729,3503011492.0,19101180254.0,0.18339241059548822
625,9,67.78653553625435,6089536257.0,84.64553443276644,2893864663.0,15953190940.0,0.18139723105451655
15,15,62.24356478068539,8904407370.0,84.74910400553325,5401340383.0,30015204225.0,0.17995347766120356
2911,3,44.71193027954373,140986234.0,84.83654834347459,174335053.0,975370548.0,0.1787372536083589
2327,5,54.02399323391821,1896965634.0,84.89300847468422,1614373533.0,9071894016.0,0.17795330612910018
972,3,25.261836893152655,133904182.0,85.02569792487911,396160922.0,2249444329.0,0.1761150151140282
109,3,99.11490128328079,102068182064.0,85.02693806049194,911471593.0,5175937894.0,0.17609786123140836
1514,3,71.85953736518046,457497569.0,85.06443558903794,179157753.0,1020380129.0,0.1755794217352894
629,7,45.27055269364118,699117814.0,85.07579714978505,845192499.0,4818041293.0,0.1754224274142185
2036,4,76.77904245920418,2500758801.0,85.23407827221652,756326363.0,4365780993.0,0.17323964812084655
2375,3,37.464820834967696,195598323.0,85.29287211390756,326486979.0,1893436459.0,0.1724309138804853
206,4,81.44537223370384,76959072.0,85.30058935064014,17532573.0,101741413.0,0.17232484278550367
1799,7,72.75468588681116,943895493.0,85.37624298620447,353471792.0,2063634781.0,0.17128602175851773
500,34,96.87407009959725,32443335614.0,85.41402748148852,1046880685.0,6130430829.0,0.17076788144280683
1718,6,55.100366204188944,2445900148.0,85.48113283732125,1993090582.0,11734499592.0,0.16984879213416057
145,5,71.45738894504544,62391212.0,85.53464644285643,24921259.0,147361146.0,0.16911689191125048
2259,3,70.96698140668923,1012915181.0,85.56052440047382,414389688.0,2455449214.0,0.16876329008855648
264,4,64.1722956712469,2060439938.0,85.56574218999177,1150353624.0,6819253398.0,0.16869201903208114
2591,31,71.81748381706385,7371632927.0,85.60651593237681,2892765845.0,17204979992.0,0.16813537977638351
1477,3,85.75836014791508,2095278015.0,85.63676372315176,347956687.0,2074594055.0,0.16772278227703685
2436,8,47.04048826465034,367089044.0,85.70673461628418,413279225.0,2478147009.0,0.16676945455579306
366,4,76.08634312344115,776985438.0,85.85125945500998,244203656.0,1481770859.0,0.16480527641419893
1489,32,81.52189289139804,5307783134.0,85.88059929956601,1203085230.0,7317710061.0,0.1644073378107567
2470,2,42.43952375986388,10166842093.0,86.03014927866539,13789228080.0,84917825811.0,0.16238319750072763
1967,3,46.931955921442764,1022221466.0,86.0450777413118,1155871149.0,7127020920.0,0.16218152885680037
1225,2,64.92052101982493,461547903.0,86.153693600615,249395102.0,1551771901.0,0.16071634100300672
2140,3,70.0154084325921,1544621597.0,86.1731645065664,661495073.0,4122644243.0,0.16045407607585316
2464,7,84.14330024001883,737125478.0,86.26837130229298,138910375.0,872698503.0,0.15917338522121882
2878,16,92.45393068771018,60076492314.0,86.31988797959575,4903429975.0,30940062883.0,0.1584815775437285
3244,9,97.55643927983232,71308660213.0,86.33552084387726,1786115221.0,11285112746.0,0.1582718100564026
2423,76,94.19369279598997,94339425035.0,86.36216932038944,5815290461.0,36825585479.0,0.157914406121695
3134,12,97.19165776266111,23107185782.0,86.45261369654911,667679586.0,4260795701.0,0.15670302752213558
1793,4,77.31970150162691,100604126.0,86.46853593153052,29510352.0,188576559.0,0.1564900333132073
1499,2,98.95756156386246,12321300.0,86.47591202544044,129795.0,829937.0,0.1563913887439649
470,2,78.72165404049287,1735073550.0,86.48521664714927,468987799.0,3001195827.0,0.15626697690993424
155,6,89.7947697392232,1503806276.0,86.55720772269943,170908499.0,1100467979.0,0.15530529035047916
2022,3,42.376808400647406,1529174428.0,86.58213614836421,2079342791.0,13417481547.0,0.15497265889401712
2843,23,51.585195588613566,1096303118.0,86.60488737915124,1028925071.0,6652421851.0,0.15466924588453915
1485,3,63.340815400207674,927529992.0,86.73478790371854,536818053.0,3509992877.0,0.1529399266071502
615,6,77.11882319123504,2730438966.0,86.7883866203831,810122019.0,5321771155.0,0.15222789469984266
627,19,94.65445636770453,12304975153.0,86.79442064649247,694914789.0,4567366936.0,0.1521477907813098
3179,3,91.22909948468127,431700132.0,86.80145076053995,41504289.0,272956704.0,0.15205447747493317
2627,3,95.53612736323693,2997870528.0,86.8243299232567,140073840.0,923051141.0,0.15175089849111623
1978,4,76.09030318106352,1715787050.0,86.8678034646652,539148176.0,3566396350.0,0.15117449747277809
1253,3,98.03670455800047,800852079.0,86.96435316646817,16037965.0,106993636.0,0.14989643870033542
1534,36,76.86066438994263,24056530993.0,86.96843228168298,7242354053.0,48333108620.0,0.14984250464707644
2529,8,79.52883389896883,2820393415.0,87.0270980675668,725985020.0,4870180154.0,0.14906738499267433
3014,3,82.64158403493049,6915191121.0,87.03766862183788,1452498344.0,9753034840.0,0.14892783301079646
1989,3,73.9304152381544,7607259479.0,87.0618623914888,2682496712.0,18050755578.0,0.14860855549278992
2037,17,68.04411598605927,4027290034.0,87.12559065095908,1891355503.0,12799458279.0,0.14776840251927978
2806,10,81.05557479984678,62118056718.0,87.13683810402077,14518321312.0,98349116954.0,0.14762025081313676
720,19,81.57233075988285,4828139646.0,87.34438664521444,1090705140.0,7527645543.0,0.14489326493517657
2078,3,67.59139992956152,3781758435.0,87.41624971270998,1813270576.0,12596349248.0,0.14395207216788658
1833,7,55.20987679271576,254167884.0,87.42270268344777,206198809.0,1433253641.0,0.14386763312607556
2960,28,66.63678614211572,6191262747.0,87.44581184503977,3099795699.0,21591531695.0,0.1435653450985984
1756,3,76.91496550822853,2259469349.0,87.5006979899996,678150572.0,4747356960.0,0.1428480263257895
429,3,35.84206676560001,358047965.0,87.50145176584361,640912188.0,4486980876.0,0.14283818133215506
2987,6,68.02903583115297,190870023.0,87.53044318172985,89701384.0,629661664.0,0.1424596559208661
852,7,71.17354698143592,6353024081.0,87.54500106150877,2573078875.0,18085926298.0,0.14226967602342488
1634,5,71.52325488130663,10421124015.0,87.6531318234267,4149135731.0,29455626802.0,0.14086054793165287
24,5,78.14101570718255,1083439978.0,87.66526358719453,303078956.0,2154038455.0,0.14070266726041342
525,4,77.52547262629061,3024660911.0,87.6676294151217,876845018.0,6233264202.0,0.14067188387725588
1702,3,41.034287982037156,1113377392.0,87.67937471870286,1599908123.0,11385700046.0,0.14051908240478164
449,2,54.099192943881135,65314904.0,87.67974921817428,55416849.0,394386081.0,0.14051421099721823
580,3,89.12973071479772,3924288852.0,87.70717824506839,478606591.0,3414776072.0,0.14015753329315234
1355,7,88.03598787870419,54602632661.0,87.71887708689114,7420449009.0,53001135088.0,0.14000547340504158
2982,2,99.10627436613947,12982753827.0,87.90696573377197,117076542.0,851055520.0,0.13756628004715837
1204,12,82.08390153946597,4587225170.0,87.93100682831977,1001233814.0,7294684493.0,0.13725525962922547
1697,8,84.99309518649402,2540053711.0,87.95918136397222,448487541.0,3276238780.0,0.1368909811268396
710,9,68.53733430588585,5329457194.0,87.96714655146697,2446534166.0,17885585530.0,0.13678803871958
3228,34,70.70955717074358,5361804467.0,88.00679030114618,2221052337.0,16298196411.0,0.13627595845519228
1169,2,97.37301428958429,195051181.0,88.03834754381809,5262204.0,38730079.0,0.13586866166733097
2756,3,63.96076596817165,128447473.0,88.04642729032552,72374814.0,533091148.0,0.13576442653667925
3013,4,53.29393326413433,167571793.0,88.06627547789772,146857604.0,1083752368.0,0.13550845039537668
2714,24,85.03856482946168,19163105921.0,88.14998692215859,3371500536.0,25079949381.0,0.13443011725351298
2326,37,79.1500470556035,21806242901.0,88.15226329543367,5744268706.0,42739832935.0,0.13440082264093203
2879,20,77.55287396368692,17585570967.0,88.24431005685996,5090018045.0,38208317226.0,0.13321754043479161
1657,4,62.950018326987504,39940160.0,88.40545678530415,23507256.0,179236876.0,0.13115189532761104
2849,100,76.30526132584751,19610573699.0,88.42840961770415,6089585580.0,46535726748.0,0.1308582890082772
1839,4,69.36097696476118,213247217.0,88.45981183604937,94198304.0,722064851.0,0.13045684728946874
510,6,25.257611640332073,536425885.0,88.47163216204808,1587392838.0,12182057099.0,0.1303058116621622
2403,12,95.34441397224855,580875523.0,88.48424694460576,28363654.0,217939422.0,0.13014466928337545
2370,6,56.42536390339398,617988654.0,88.58422928931581,477243368.0,3703318594.0,0.12886910912099614
2164,6,73.12473378197411,9380927140.0,88.58609682328596,3447737875.0,26758737698.0,0.12884531078824732
1465,52,98.1246375074375,23599330936.0,88.66768156316837,451031476.0,3529014430.0,0.12780663977052653
327,5,88.41994606274177,8038043292.0,88.6754970884265,1052714676.0,8243187177.0,0.12770723912921284
2348,9,70.6604099437326,122427000.0,88.69596938523595,50834095.0,398864749.0,0.1274469481884447
1069,4,72.88938542818401,15842747.0,88.75016048818573,5892581.0,46486664.0,0.12675852584302458
538,3,96.66932924360117,12505365215.0,88.79849798007204,430863176.0,3415613620.0,0.12614517446502044
1795,5,84.86527872054072,2764151155.0,88.89379766756997,492953749.0,3945590897.0,0.1249378767004997
1773,5,52.1084469708917,79911691.0,88.95542605043335,73444810.0,591540642.0,0.1241585189340211
1578,3,56.980131277271184,415972980.0,89.08230525458956,314058648.0,2562543559.0,0.12255738908202497
1837,5,90.39185033629141,112165498.0,89.09659478394633,11922567.0,97424621.0,0.12237735058779443
2312,5,82.52231626273147,20905970913.0,89.16925007119761,4427747116.0,36453513601.0,0.12146283522800219
23,4,84.5791363541867,136088211.0,89.18651430118739,24812239.0,204644198.0,0.12124574868230567
1907,2,78.22959642025728,759076730.0,89.19932265343405,211242388.0,1744582985.0,0.12108474622088557
2720,3,86.40855149318965,1387003790.0,89.22603871799807,218165798.0,1806769992.0,0.12074907097527221
1252,4,98.04300060628103,56832587386.0,89.33969417976752,1134413863.0,9507061927.0,0.11932328533363934
512,2,98.67975846673083,15987756235.0,89.62467081585719,213901008.0,1847730042.0,0.11576420967235646
1113,6,81.83397486325264,431433299.0,89.71960998767247,95772302.0,835829533.0,0.11458353434371886
300,9,71.65629071473776,534201066.0,89.75748986271756,211303705.0,1851703333.0,0.11411315259537852
1326,3,97.46488460213108,144319739.0,89.78812702286007,3753836.0,33005689.0,0.11373299918083819
2245,2,92.71723377403333,442571462.0,89.88389088113378,34763165.0,308878492.0,0.11254640870235795
1137,5,95.27646656200096,3071890742.0,89.92195597620884,152295516.0,1358865932.0,0.11207545381305505
1568,3,82.04538189477366,318556189.0,90.12816706725506,69712086.0,636459569.0,0.10953105176740614
998,26,77.05558349013117,36182252298.0,90.18338690342519,10773789898.0,98976791000.0,0.10885167915779367
445,3,47.22510935667812,26726117.0,90.19538447330132,29866906.0,274753973.0,0.10870418241413382
324,3,45.85989570762305,86177878.0,90.30399296924902,101737678.0,947536293.0,0.10737074532299735
1633,4,73.3368954562589,764346391.0,90.30760122771078,277893516.0,2589234865.0,0.10732650010102501
2760,3,63.14110981433719,1459266754.0,90.55920768369565,851853146.0,8171257600.0,0.10424994385197206
796,4,91.09519207024852,350076492.0,90.58305733655294,34220949.0,329176708.0,0.10395920540040154
2613,29,88.80877113813482,1583652838.0,90.63831515544811,199563862.0,1932144963.0,0.10328617459951943
1726,23,93.97745382629743,31345114666.0,90.69725629628425,2008752022.0,19584361644.0,0.10256918548148926
1687,9,76.83511740801109,1602000267.0,90.72996762773498,482984205.0,4727183199.0,0.10217167066894545
70,15,65.70087306666599,3670533144.0,90.74434977523745,1916201054.0,18786839872.0,0.1019969865637656
2726,4,97.43739258598936,1367328556.0,90.76380907461741,35960797.0,353385821.0,0.10176072401048598
693,5,93.1569470681829,1450584461.0,90.80563477457576,106555942.0,1052370633.0,0.1012532454428534
2731,3,98.56689685281694,10192642312.0,90.81662627284987,148194863.0,1465535204.0,0.10111996122339481
3219,17,52.43852442905806,3912562975.0,90.9609004770729,3548674765.0,35710487677.0,0.09937346129511386
3225,7,62.81504087994689,6649583743.0,91.02764526835604,3936390014.0,39936039596.0,0.09856736055505788
1836,19,97.83311800565806,59799187211.0,91.04500189463062,1324477689.0,13465896060.0,0.09835793200085045
6,5,78.35364471311797,1580397462.0,91.05841466901445,436608215.0,4446286695.0,0.09819614544671192
241,4,85.64915172106595,18201224721.0,91.09005172310277,3049685948.0,31178188931.0,0.09781472409283348
364,5,93.77058717203785,3779795728.0,91.09459519998897,251101211.0,2568548391.0,0.09775996896918109
1883,5,39.08528774450995,372433209.0,91.14271048854594,580439932.0,5972805632.0,0.09718044881457813
662,9,95.8809772118715,168073333823.0,91.14968588181407,7220388363.0,74363025136.0,0.09709648511198782
9,10,93.46699350252712,1264324775.0,91.19799882895964,88371752.0,915624388.0,0.09651528853772733
288,6,64.61661335639907,791630346.0,91.20504526717423,433488559.0,4495343620.0,0.09643057253096038
1626,2,84.29450038591857,94001646.0,91.25989266969628,17514106.0,182873662.0,0.09577161526956243
1923,6,77.99909901510664,256816123.0,91.30103727011983,72439120.0,760293727.0,0.09527780833577758
2112,3,68.59619693496838,1646673639.0,91.32361800333496,753858333.0,7934767102.0,0.09500698928012469
270,5,71.64531301882374,857077650.0,91.38043008484719,339201093.0,3596042734.0,0.09432621303215025
2455,7,68.93526582293948,222607683.0,91.47288087464473,100315106.0,1076109247.0,0.09322018770832104
1971,3,92.78157647415178,14002114192.0,91.49711248710207,1089367031.0,11722363447.0,0.09293066504253389
3028,3,81.29556930332751,1609541520.0,91.62692119989312,370322246.0,4052450486.0,0.09138229998845197
1779,2,73.19665728929778,62264017.0,91.74715949174606,22800000.0,253468516.0,0.0899520001924026
1006,12,71.80804912159826,2272060457.0,91.78478674532931,892014441.0,9966065725.0,0.08950517341686506
1430,3,42.00596540306686,42763338.0,91.78731592543787,59039674.0,659844353.0,0.08947515233187121
1085,23,62.39368256071389,3608222693.0,91.8155007266791,2174770945.0,24397055533.0,0.08914071380697382
977,12,80.82988886722391,2784939344.0,91.83972521794928,660493259.0,7433514316.0,0.08885343202721022
2053,138,86.33016307021771,306794073473.0,91.91808035418944,48578906911.0,552502383673.0,0.0879252440289046
1187,3,89.1067268242195,756879864.0,91.95072461597084,92528358.0,1056995712.0,0.0875390098082063
529,57,83.61546098979345,3521744151.0,91.97458165415485,690089533.0,7908708726.0,0.08725691600340776
2108,4,98.35611577554106,1707767841.0,91.97492772337587,28542939.0,327129110.0,0.087252825039019
2004,5,91.29108168210588,1005365344.0,92.01011010312584,95909091.0,1104471543.0,0.08683708657580144
659,2,90.88333956201531,189107989.0,92.0147911835486,18969740.0,218591236.0,0.0867817957715377
1111,3,54.49114576289753,1230117783.0,92.03217552906388,1027345821.0,11866334565.0,0.08657650897777464
2965,13,71.07533928822811,6466584046.0,92.1049185798246,2631626544.0,30700854832.0,0.08571834753138577
928,63,90.06390784530197,17087151616.0,92.16465041940843,1885100449.0,22173819062.0,0.08501469429912317
398,7,98.96420639020718,10821904678.0,92.16709920032638,113265797.0,1332760393.0,0.08498586662306373
1937,4,44.88506674498435,6431118.0,92.18893254874186,7896850.0,93201368.0,0.08472890655424714
2698,6,52.910457511028575,1380077184.0,92.23834665768615,1228248748.0,14596327458.0,0.08414779344559152
2975,3,72.57446070734024,108917675.0,92.27643986094355,41159465.0,491748472.0,0.08370023974370377
2661,4,94.18244214202514,2523637320.0,92.283924106606,155882623.0,1864349230.0,0.08361235142624003
1051,27,87.8273734153298,20727096840.0,92.32259355081358,2872717243.0,34545091258.0,0.08315847891514057
346,6,90.46504464797565,7897552456.0,92.35998698545701,832396760.0,10062830230.0,0.0827199446849855
2400,4,98.34185921973855,12526748806.0,92.36165796565241,211213345.0,2553959307.0,0.08270035643132508
396,16,67.55259476811642,39666334198.0,92.3764664748363,19052852436.0,230868688187.0,0.08252679298185074
678,38,96.89180175475546,5706698730.0,92.4210344794289,183065550.0,2232376894.0,0.08200476832206453
665,23,97.93679649360027,1545104925223.0,92.42162442890191,32550236618.0,396964457034.0,0.08199786162520861
168,6,86.06693551320657,5847821939.0,92.44419420582611,946682715.0,11582526489.0,0.08173369738451025
651,17,90.68774540335592,24839174673.0,92.4479511112087,2550606121.0,31223091038.0,0.08168973782563008
1227,3,69.8943563817921,194934466.0,92.45234880750813,83964255.0,1028491168.0,0.08163828490941402
39,2,69.05604455722774,106851350.0,92.47587786952445,47880000.0,588473307.0,0.08136307871649988
90,4,88.94177186607781,12904660827.0,92.5061851052855,1604450647.0,19805881334.0,0.08100879834343452
116,2,79.08635767794377,758384219.0,92.60618351918026,200547563.0,2511821124.0,0.07984149869742078
721,2,87.63268055103109,637831648.0,92.64413634364229,90015137.0,1133704350.0,0.07939912817658325
1131,4,82.15277597511593,269418937.0,92.65076447602627,58529734.0,737876012.0,0.07932190916649558
2533,18,86.0897939213973,7303749019.0,92.72183718982477,1180124256.0,15034465700.0,0.07849459232861199
618,3,69.72672605720452,268134853.0,92.76059339804213,116416191.0,1491674049.0,0.07804398761112992
2705,23,93.53840595211192,187504816346.0,92.77712859706229,12952754464.0,166376957245.0,0.07785185327633018
2949,2,85.49401252588419,207467343.0,92.78705847401089,35201514.0,452831196.0,0.07773650382514724
2500,8,94.07528097997344,3793504956.0,92.82914861814461,238909209.0,3092762252.0,0.07724784174583879
1683,8,75.56072861872717,963063665.0,92.85106899142538,311492156.0,4045692934.0,0.07699352399738996
488,3,75.02496269235705,1843506541.0,92.85250637738581,613684339.0,7972323168.0,0.07697685179939259
2039,14,96.31569576905565,23402091931.0,92.86736449521935,895185625.0,11655373343.0,0.07680454316271489
3198,4,75.65788391028676,3167069354.0,92.8716764606394,1018970739.0,13275705048.0,0.07675454789902168
548,4,98.7924801887142,6580020452.0,92.8995676709296,80426213.0,1052268379.0,0.07643127419302599
1394,4,54.2222320247833,1302493207.0,92.9550353413202,1099645470.0,14509311044.0,0.0757889514302427
2953,3,91.75156889742213,8664134800.0,92.97330951917591,778902419.0,10306009050.0,0.07557750194290777
1118,2,81.92943146600606,34321494.0,93.02039260472542,7570038.0,100889329.0,0.07503308898010413
3149,2,92.44056188284213,263886428.0,93.03713263069741,21579630.0,288344843.0,0.07483965995535422
2488,4,93.54449165433672,476847266.0,93.05319451940288,32907245.0,440796029.0,0.07465413214963422
1090,6,84.51432643049026,4324963018.0,93.07457124796366,792468784.0,10650415294.0,0.07440731296613794
3150,9,91.14450160490011,3712959170.0,93.0780808449069,360746983.0,4850914334.0,0.07436680142370868
387,8,57.020713942717414,508402127.0,93.09766611419572,383207416.0,5168645368.0,0.07414078326450971
3248,6,77.50982540935098,484152743.0,93.11283426443674,140481283.0,1899273362.0,0.07396580492871674
2643,13,91.74748445771861,61357856438.0,93.13595993028218,5519025038.0,74885882013.0,0.0736991391386952
2205,5,91.01322217802216,109762053639.0,93.15701159154288,10838064687.0,147543976025.0,0.0734565041487264
1370,4,98.42673475534988,3181141888.0,93.15715313916583,50847770.0,692231405.0,0.07345487308539549
469,3,63.1448308153008,1226881443.0,93.24444327161235,716082735.0,9883824331.0,0.07244996582487317
2367,3,76.87224543211336,840098644.0,93.28592989680807,252751759.0,3511757028.0,0.0719730200537097
1086,2,74.17402429440766,352422739.0,93.28948798408778,122706853.0,1705869755.0,0.07193213470157339
2044,3,61.03790736964313,467531384.0,93.32216715809642,298437510.0,4170639765.0,0.07155676990002516
2915,5,77.45959585908376,4842554346.0,93.33318261404958,1409162168.0,19727792490.0,0.07143030162722479
1301,8,88.02935354455578,234104254.0,93.33825254859823,31834600.0,446037013.0,0.07137210382134812
2673,33,94.49500523796581,348267616099.0,93.34498632530108,20289023717.0,284579226128.0,0.0712948165368693
2666,5,99.99048097869836,1414180937.0,93.36687284383582,134629.0,1895017.0,0.07104368984552645
1313,4,79.70392259893444,1364848728.0,93.37606568680097,347549713.0,4899327695.0,0.07093824594641653
2538,3,65.14296870832416,961591626.0,93.39073709369283,514533342.0,7270500319.0,0.0707700047348007
655,5,99.85642274101978,636897647.0,93.47629902330597,915755.0,13121599.0,0.0697898937469435
1066,7,88.3390310262287,217167120.0,93.52933360266121,28666593.0,414357220.0,0.0691832834480355
216,9,93.02835538691517,1410405058.0,93.56751786062443,105697266.0,1537482827.0,0.06874695713267957
1560,5,71.75544364837306,650626712.0,93.5760755402226,256101306.0,3730578606.0,0.06864921853894318
1852,8,96.09155831975083,35668632.0,93.58814813007707,1450791.0,21175917.0,0.06851136600129289
1178,17,81.72366006885032,17667480450.0,93.601031959421,3951081953.0,57794529651.0,0.06836428943810317
83,13,77.88048109172178,5627870618.0,93.61591445766399,1598420924.0,23439165327.0,0.06819444727235018
1416,2,99.25940683983377,229025170.0,93.62799838417853,1708800.0,25108519.0,0.06805658270804422
1921,2,90.32337457702089,193147282.0,93.67133797742501,20692472.0,306271931.0,0.06756241726898571
158,3,89.31815087313566,66399108.0,93.69177679007639,7940886.0,117940614.0,0.06732952907977909
2514,3,17.597109111793454,107194461.0,93.6945328336107,501965034.0,7458825511.0,0.06729813336693834
337,4,65.17412047486502,627362475.0,93.70692722467832,335231988.0,4991768032.0,0.06715696439637762
3177,7,82.04939914448592,358839894.0,93.71343894648986,78506263.0,1170288783.0,0.06708281249928036
920,7,77.20775954798268,1692790660.0,93.71651858122155,499722981.0,7453240475.0,0.06704774690635484
1080,6,85.18824367471835,394660097.0,93.72919520896215,68619905.0,1025655986.0,0.06690343149813197
1272,5,55.36978113894248,546566621.0,93.7498538409952,440554169.0,6608147698.0,0.0666683296339361
550,2,87.898105509416,1136345350.0,93.75948044545102,156453105.0,2350599451.0,0.06655881117195071
2485,3,96.72331379455039,11225833135.0,93.8075553176219,380296447.0,5761000997.0,0.06601221683489322
2015,3,78.04835553198882,883594766.0,93.82619183042279,248517192.0,3776829647.0,0.0658004769151824
