resolucion,modularidad
0.0,0.33216919919735494
0.1,0.7024673106350066
0.2,0.7840014190683104
0.3,0.8202103804618576
0.4,0.8385612641069234
0.5,0.8500233726221392
0.6,0.8531115199906747
0.7,0.8552802327333398
0.8,0.8576031381626249
0.9,0.8585929834692403
1.0,0.858656934137486
